code,name,city,country,latitude,longitude,elevation
RDV,Red Devil Airport,Red Devil,United States,61.788056,-157.350278,174
REA,Reao,Reao,French Polynesia,-18.465861,-136.439706,12
REC,Guararapes Gilberto Freyre Intl,Recife,Brazil,-8.126794,-34.923039,33
REI,Redlands Municipal Airport,Redlands,United States,34.08525,-117.146388,1574
REP,Siem Reap,Siem-reap,Cambodia,13.410666,103.81284,60
RFP,Raiatea,Raiatea Island,French Polynesia,-16.722861,-151.465856,3
RGO,Chongjin Airport,Chongjin,North Korea,41.4297,129.6488,0
RHO,Rhodes Diagoras,Rhodos,Greece,36.405419,28.086192,17
RIC,Richmond Intl,Richmond,United States,37.505167,-77.319667,167
RID,Richmond Municipal Airport,Richmond,United States,39.7561006,-84.8427175,1140
RIN,Ringi Cove Airport,Ringi Cove,Solomon Islands,-8.12639,157.143,0
RIX,Riga Intl,Riga,Latvia,56.923611,23.971111,34
RKE,Roskilde,Copenhagen,Denmark,55.585567,12.131428,146
RKS,Rock Springs Sweetwater County Airport,Rock Springs,United States,41.5942,-109.065,6760
RKV,Reykjavik,Reykjavik,Iceland,64.13,-21.940556,48
RME,Griffiss Afld,Rome,United States,43.2338,-75.407033,504
RMS,Ramstein Ab,Ramstein,Germany,49.436911,7.600283,776
RND,Randolph Afb,San Antonio,United States,29.529675,-98.2789,762
RNE,Renaison,Roanne,France,46.058334,4.001389,1106
RNN,Bornholm Ronne,Ronne,Denmark,55.063267,14.759558,52
RNP,Rongelap Island Airport,Rongelap Island,Marshall Islands,11.1572,166.887,0
RNS,St Jacques,Rennes,France,48.069508,-1.734794,124
ROD,Rodby Port,Rodby,Denmark,54.65,11.35,0
ROP,Rota Intl,Rota,Northern Mariana Islands,14.174308,145.242536,607
ROS,Rosario,Rosario,Argentina,-32.903611,-60.785,85
ROT,Rotorua,Rotorua,New Zealand,-38.109167,176.317222,935
RPR,Raipur,Raipur,India,21.180406,81.738753,1041
RRA,Ronda Airport,Ronda,Spain,36.75,-5.166667,2500
RRG,Plaine Corail,Rodriguez Island,Mauritius,-19.757658,63.360983,95
RRS,Roros,Roros,Norway,62.578411,11.342347,2054
RVE,Los Colonizadores Airport,Saravena,Colombia,6.916667,-71.9,10
RVY,Rivera International Airport,Rivera,Uruguay,-30.974444,-55.476111,712
RWI,Rocky Mount Wilson Regional Airport,Rocky Mount,United States,35.8563,-77.8919,159
RYK,Sheikh Zayed,Rahim Yar Khan,Pakistan,28.3839,70.279572,271
RYN,Medis,Royan,France,45.628056,-0.9725,72
RYO,Rio Turbio,Rio Turbio,Argentina,-51.533333,-72.3,1158
RYY,Cobb County Airport-Mc Collum Field,Atlanta,United States,34.0131569,-84.5970556,1041
RZA,Santa Cruz,Santa Cruz,Argentina,-50.01655,-68.579197,364
SAA,Shively Field Airport,SARATOGA,United States,41.4448594,-106.8235264,7012
SAH,Sanaa Intl,Sanaa,Yemen,15.476258,44.219739,7216
SAL,El Salvador Intl,San Salvador,El Salvador,13.440947,-89.055728,101
SBG,Maimun Saleh,Sabang,Indonesia,5.874131,95.339672,393
SBO,Emanuel Co,Santa Barbara,United States,32.609139,-82.369944,327
SBP,San Luis County Regional Airport,San Luis Obispo,United States,35.2368,-120.642,212
SBR,Saibai Island Airport,Saibai Island,Australia,-9.37833,142.625,0
SBS,Steamboat Springs Airport-Bob Adams Field,Steamboat Springs,United States,40.51625,-106.8663056,6882
SBW,Sibu,Sibu,Malaysia,2.261603,111.985322,122
SBZ,Sibiu,Sibiu,Romania,45.785597,24.091342,1496
SCC,Deadhorse,Deadhorse,United States,70.19475,-148.465167,64
SCL,Arturo Merino Benitez Intl,Santiago,Chile,-33.392975,-70.785803,1555
SCN,Saarbrucken,Saarbruecken,Germany,49.214553,7.109508,1058
SCQ,Santiago,Santiago,Spain,42.896333,-8.415144,1213
SCS,Scatsta Airport,Scatsta,United Kingdom,60.433,-1.3,0
SDM,Brown Field Municipal Airport,San Diego,United States,32.5722722,-116.9801611,526
SEB,Sebha,Sebha,Libya,26.986964,14.472525,1427
SFB,Orlando Sanford Intl,Sanford,United States,28.777639,-81.237489,55
SFE,San Fernando Airport,San Fernando,Philippines,16.595589,120.303219,13
SFF,Felts Fld,Spokane,United States,47.682819,-117.322558,1953
SFG,Grand Case,St. Martin,Guadeloupe,18.099914,-63.047197,7
SFJ,Sondre Stromfjord,Sondrestrom,Greenland,67.016969,-50.689325,165
SFS,Subic Bay International Airport,Olongapo City,Philippines,14.7944,120.271,64
SGD,Sonderborg,Soenderborg,Denmark,54.964367,9.791731,24
SGJ,St. Augustine Airport,St. Augustine,United States,29.95925,-81.3397222,10
SGU,St George Muni,Saint George,United States,37.090583,-113.593056,2941
SHO,Sokcho,Sokch'o,South Korea,38.142614,128.598556,92
SHP,Shanhaiguan Airport,Qinhuangdao,China,39.9681,119.731,0
SIC,Sinop Airport,Sinop,Turkey,42.0158,35.0664,20
SID,Amilcar Cabral Intl,Amilcar Cabral,Cape Verde,16.741389,-22.949444,177
SIF,Simara,Simara,Nepal,27.159456,84.980122,450
SIQ,Dabo,Singkep,Indonesia,-0.479189,104.579283,95
SIR,Sion,Sion,Switzerland,46.219592,7.326764,1585
SIT,Sitka Rocky Gutierrez,Sitka,United States,57.047138,-135.361611,21
SIU,Siuna Airport,Siuna,Nicaragua,13.716667,-84.776944,480
SJC,Norman Y Mineta San Jose Intl,San Jose,United States,37.3626,-121.929022,62
SJD,Los Cabos Intl,San Jose Del Cabo,Mexico,23.15185,-109.721044,374
SJI,Antique,San Jose,Philippines,10.766044,121.933439,23
SJL,Sao Gabriel da Cachoeira Airport,Sao Gabriel da Cachoeira,Brazil,-0.148056,-66.9858,251
SJP,Sao Jose Do Rio Preto,Sao Jose Do Rio Preto,Brazil,-20.816567,-49.406511,1784
SJU,Luis Munoz Marin Intl,San Juan,Puerto Rico,18.439417,-66.001833,9
SJW,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,38.280686,114.6973,233
SKD,Samarkand,Samarkand,Uzbekistan,39.700547,66.983829,2224
SKF,Lackland Afb Kelly Fld Annex,San Antonio,United States,29.384228,-98.581108,691
SKN,Skagen,Stokmarknes,Norway,68.580833,15.026111,11
SKP,Skopje,Skopje,Macedonia,41.961622,21.621381,781
SKT,Sialkot Airport,Sialkot,Pakistan,32.5356,74.3639,810
SKV,St Catherine Intl,St. Catherine,Egypt,28.685278,34.0625,4368
SKZ,Sukkur,Sukkur,Pakistan,27.721989,68.791683,196
SLA,Salta,Salta,Argentina,-24.855978,-65.486169,4088
SLC,Salt Lake City Intl,Salt Lake City,United States,40.788389,-111.977772,4227
SLN,Salina Municipal Airport,Salina,United States,38.791,-97.6522,1288
SLZ,Marechal Cunha Machado Intl,Sao Luis,Brazil,-2.585361,-44.234139,178
SMI,Samos,Samos,Greece,37.689999,26.911667,19
SML,Stella Maris,Stella Maris,Bahamas,23.581444,-75.270475,10
SMQ,Sampit(Hasan) Airport,Sampit-Borneo Island,Indonesia,-2.499194,112.974992,50
SMR,Simon Bolivar,Santa Marta,Colombia,11.11965,-74.230647,22
SNU,Abel Santamaria,Santa Clara,Cuba,22.492192,-79.943611,338
SNV,Santa Elena Airport,Santa Elena de Uairen,Venezuela,4.554722,-61.144922,3585
SNW,Thandwe,Thandwe,Burma,18.460731,94.300119,20
SOD,Sorocaba Airport,Sorocaba,Brazil,-23.478,-47.49,2077
SOF,Sofia,Sofia,Bulgaria,42.695194,23.406167,1742
SOG,Sogndal Airport,Sogndal,Norway,61.1561,7.13778,0
SOT,Sodankyla,Sodankyla,Finland,67.395033,26.619133,602
SOU,Southampton,Southampton,United Kingdom,50.950261,-1.356803,44
SOY,Stronsay Airport,Stronsay,United Kingdom,59.1553,-2.64139,39
SPD,Saidpur,Saidpur,Bangladesh,25.759228,88.908869,125
SPF,Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,United States,44.4811407,-103.7860053,3931
SPM,Spangdahlem Ab,Spangdahlem,Germany,49.972667,6.6925,1197
SPN,Francisco C Ada Saipan Intl,Saipan,Northern Mariana Islands,15.119003,145.729356,215
SPW,Spencer Muni,Spencer,United States,43.165527,-95.202805,1339
SQG,Susilo Airport,Sintang-Borneo Island,Indonesia,0.063619,111.473428,98
SQH,Na-San Airport,Son-La,Vietnam,21.217,104.033,2133
SQL,San Carlos Airport,San Carlos,United States,37.511944,-122.249444,5
SRE,Juana Azurduy De Padilla,Sucre,Bolivia,-19.007083,-65.288747,9527
SRT,Soroti,Soroti,Uganda,1.727578,33.622861,3641
SRX,Gardabya Airport,Sirt,Libya,31.0635,16.595,267
SRZ,Santa Cruz,Santa Cruz,Bolivia,-17.8,-63.166667,1224
SSB,Christiansted Harbor Seaplane Base,Christiansted,Virgin Islands,17.747222,-64.705,0
SSI,McKinnon Airport,Brunswick,United States,31.1519722,-81.3910556,19
STA,Stauning,Stauning,Denmark,55.990122,8.353906,17
STB,Santa Barbara Del Zulia,Santa Barbara,Venezuela,8.974425,-71.943014,32
STC,Saint Cloud Regional Airport,Saint Cloud,United States,45.546556,-94.059889,1031
STG,St. George Airport,St. George,United States,56.577222,-169.663611,125
STR,Stuttgart,Stuttgart,Germany,48.689878,9.221964,1276
STV,Surat,Surat,India,21.114061,72.741792,16
STY,Nueva Hesperides Intl,Salto,Uruguay,-31.438481,-57.985294,187
STZ,Confresa Airport,Santa Terezinha,Brazil,-10.47,-50.502778,650
SUB,Juanda,Surabaya,Indonesia,-7.379831,112.786858,9
SUF,Lamezia Terme,Lamezia,Italy,38.905394,16.242269,39
SUN,Friedman Mem,Hailey,United States,43.504444,-114.296194,5320
SUR,Summer Beaver Airport,Summer Beaver,Canada,52.7086,-88.5419,832
SVJ,Svolv├³r Helle Airport,Svolv├³r,Norway,68.2433,14.6692,27
SVO,Sheremetyevo,Moscow,Russia,55.972642,37.414589,622
SVU,Savusavu Airport,Savusavu,Fiji,-16.8028,179.341,17
SWA,Wai Sha Airport,Shantou,China,23.4,116.683,0
SWJ,Southwest Bay Airport,Malekula Island,Vanuatu,-16.495,167.438,0
SWQ,Sumbawa Besar Airport,Sumbawa Island,Indonesia,-8.489039,117.412119,16
SXO,Sao Felix do Araguaia Airport,Sao Felix do Araguaia,Brazil,-11.6325,-50.689444,650
SYA,Eareckson As,Shemya,United States,52.712275,174.11362,98
SYQ,Tobias Bolanos International Airport,San Jose,Costa Rica,9.957053,-84.139797,3287
SYW,Sehwan Sharif Airport,Sehwan Sharif,Pakistan,26.4731,67.7172,121
SYX,Phoenix International,Sanya,China,18.302897,109.412272,92
SZA,Soyo,Soyo,Angola,-6.141086,12.371764,15
TAI,Taiz Intl,Taiz,Yemen,13.685964,44.139056,4838
TAS,Yuzhny,Tashkent,Uzbekistan,41.257861,69.281186,1417
TBW,Tambow,Tambow,Russia,52.81,41.48,126
TCA,Tennant Creek Airport,Tennant Creek,Australia,-19.6344,134.183,1236
TCC,Tucumcari Muni,Tucumcari,United States,35.182777,-103.603186,4065
TCL,Tuscaloosa Rgnl,Tuscaloosa AL,United States,33.220627,-87.611403,170
TCM,Mc Chord Afb,Tacoma,United States,47.137678,-122.476475,322
TCN,Tehuacan,Tehuacan,Mexico,18.497189,-97.419942,5509
TCP,Taba Intl,Taba,Egypt,29.587778,34.778056,2415
TCT,Takotna Airport,Takotna,United States,62.971944,-156.082778,825
TCZ,Tengchong Tuofeng Airport,Tengchong,China,24.938651,98.483591,5500
TDD,Tte Av Jorge Henrich Arauz,Trinidad,Bolivia,-14.818739,-64.918019,509
TDK,Taldykorgan Airport,Taldykorgan,Kazakhstan,45.016667,78.366667,1969
TDL,Tandil,Tandil,Argentina,-37.237392,-59.227922,574
TEB,Teterboro,Teterboro,United States,40.850103,-74.060837,9
TEE,Cheikh Larbi Tebessi,Tebessa,Algeria,35.431611,8.120717,2661
TEF,Telfer Airport,Telfer,Australia,-21.713057,122.21222,970
TET,Tete Chingodzi,Tete,Mozambique,-16.104817,33.640181,525
TFF,Tefe,Tefe,Brazil,-3.382944,-64.724056,184
TFS,Tenerife Sur,Tenerife,Spain,28.044475,-16.572489,209
TGD,Podgorica,Podgorica,Montenegro,42.359392,19.251894,141
TGO,Tongliao Airport,Tongliao,China,43.5567,122.2,0
TGT,Tanga,Tanga,Tanzania,-5.092358,39.071158,129
TGZ,Angel Albino Corzo,Tuxtla Gutierrez,Mexico,16.561822,-93.026081,1491
THD,Tho Xuan Airport,Thanh Hoa,Vietnam,19.90167,105.46778,0
TIA,Tirana Rinas,Tirana,Albania,41.414742,19.720561,126
TID,Bou Chekif,Tiaret,Algeria,35.341136,1.463147,3245
TIF,Taif,Taif,Saudi Arabia,21.483418,40.544334,4848
TIM,Moses Kilangin,Timika,Indonesia,-4.528275,136.887375,103
TIN,Tindouf,Tindouf,Algeria,27.700372,-8.167103,1453
TIP,Tripoli Intl,Tripoli,Libya,32.663544,13.159011,263
TIR,Tirupati,Tirupeti,India,13.632492,79.543256,350
TJG,Warukin Airport,Tanjung-Borneo Island,Indonesia,-2.21656,115.436,197
TJU,Kulob Airport,Kulyab,Tajikistan,37.981667,69.799444,2293
TKN,Tokunoshima,Tokunoshima,Japan,27.836381,128.881253,17
TKU,Turku,Turku,Finland,60.514142,22.262808,161
TLC,Licenciado Adolfo Lopez Mateos Intl,Toluca,Mexico,19.337072,-99.566008,8466
TLD,Limpopo Valley Airport,Tuli Lodge,Botswana,-22.1892,29.1269,1772
TLL,Tallinn,Tallinn-ulemiste International,Estonia,59.413317,24.832844,131
TLN,Le Palyvestre,Hyeres,France,43.0973,6.14603,7
TMB,Kendall Tamiami Executive,Kendall-tamiami,United States,25.647889,-80.432777,8
TMC,Tambolaka Airport,Waikabubak-Sumba Island,Indonesia,-9.409717,119.244494,161
TMG,Tomanggong Airport,Tomanggong,Malaysia,5.4,118.65,26
TMT,Trombetas,Oriximina,Brazil,-1.4896,-56.396803,287
TNC,Tin City LRRS Airport,Tin City,United States,65.563056,-167.921667,269
TNE,New Tanegashima,Tanegashima,Japan,30.605067,130.991231,768
TNK,Tununak Airport,Tununak,United States,60.575556,-165.271667,14
TNL,Ternopol,Ternopol,Ukraine,49.31,25.42,1073
TNR,Ivato,Antananarivo,Madagascar,-18.79695,47.478806,4198
TOB,Gamal Abdel Nasser Airport,Tobruk,Libya,31.861,23.907,519
TOC,Toccoa RG Letourneau Field Airport,Toccoa,United States,34.5928117,-83.2963717,996
TOE,Nefta,Tozeur,Tunisia,33.939722,8.110556,287
TOJ,Torrejon,Madrid,Spain,40.496747,-3.445872,2026
TOP,Philip Billard Muni,Topeka,United States,39.068657,-95.622482,881
TOT,Totness Airstrip,Totness,Suriname,5.865833,-56.3275,10
TOY,Toyama,Toyama,Japan,36.648333,137.1875,95
TPJ,Taplejung,Taplejung,Nepal,27.35,84.667,4000
TPL,Draughon Miller Central Texas Rgnl,Temple,United States,31.1525,-97.407778,682
TPQ,Tepic,Tepic,Mexico,21.419453,-104.842581,3020
TRG,Tauranga,Tauranga,New Zealand,-37.671944,176.19611,13
TRR,China Bay,Trinciomalee,Sri Lanka,8.538514,81.181853,6
TRS,Ronchi Dei Legionari,Ronchi De Legionari,Italy,45.8275,13.472222,37
TSH,Tshikapa Airport,Tshikapa,Congo (Kinshasa),-6.43833,20.7947,1595
TSU,Tabiteuea South Airport,Tabiteuea,Kiribati,-1.35,174.8,10
TTA,Plage Blanche,Tan Tan,Morocco,28.448194,-11.161347,653
TTH,Thumrait,Thumrait,Oman,17.666,54.024612,1570
TTI,Tetiaroa Airport,Tetiaroa,French Polynesia,-17.0132999,-149.5870056,0
TTQ,Aerotortuguero Airport,Roxana,Costa Rica,10.569,-83.5148,82
TTR,Tana Toraja Airport,Toraja,Indonesia,-3.416667,119.916664,0
TTU,Saniat Rmel,Tetouan,Morocco,35.594333,-5.320019,10
TUD,Tambacounda,Tambacounda,Senegal,13.736817,-13.653122,161
TUK,Turbat International Airport,Turbat,Pakistan,25.986369,63.030167,498
TUN,Carthage,Tunis,Tunisia,36.851033,10.227217,22
TUO,Taupo,Taupo,New Zealand,-38.739723,176.084444,1335
TUP,Tupelo Regional Airport,Tupelo,United States,34.2681,-88.7699,346
TUS,Tucson Intl,Tucson,United States,32.116083,-110.941028,2643
TUU,Tabuk,Tabuk,Saudi Arabia,28.365417,36.618889,2551
TUW,Tubuala Airport,Tubuala,Panama,9.52,-79.03,0
TVC,Cherry Capital Airport,Traverse City,United States,44.741445,-85.582235,624
TWA,Twin Hills Airport,Twin Hills,United States,59.074444,-160.275,82
TXL,Tegel,Berlin,Germany,52.559686,13.287711,122
TYN,Wusu,Taiyuan,China,37.746897,112.628428,2575
TYO,All Airports,Tokyo,Japan,35.689444,139.691667,123
TZX,Trabzon,Trabzon,Turkey,40.995108,39.789728,104
U76,Mountain Home Municipal Airport,Mountain Home,United States,43.1316111,-115.7305671,3167
UAP,Ua Pou Airport,Ua Pou,French Polynesia,-9.35167,-140.078,16
UAS,Samburu South Airport,Samburu South,Kenya,0.530583,37.5342,3295
UDG,Darlington County Jetport,Darlington,United States,34.4493845,-79.8900608,192
UEO,Kumejima,Kumejima,Japan,26.363506,126.713806,23
UII,Utila Airport,Utila,Honduras,16.091667,-86.8875,10
UIO,Mariscal Sucre Intl,Quito,Ecuador,-0.141144,-78.488214,9228
UKA,Ukunda Airport,Ukunda,Kenya,-4.29694,39.5714,0
ULB,Ul├⌐i Airport,Ambryn Island,Vanuatu,-16.333,168.283,0
ULH,Prince Abdul Majeed Airport,Al-Ula,Saudi Arabia,26.636718,37.908018,2047
ULK,Lensk,Lensk,Russia,60.723,114.825,843
ULN,Chinggis Khaan Intl,Ulan Bator,Mongolia,47.843056,106.766639,4364
ULQ,Farfan,Tulua,Colombia,4.088358,-76.235133,3132
ULX,Ulusaba Airstrip,Ulusaba,Namibia,-24.782766,31.353929,1470
UMR,Woomera,Woomera,Australia,-31.144167,136.816944,548
UNT,Unst Airport,Unst,United Kingdom,60.7472,-0.85385,0
UPG,Hasanuddin,Ujung Pandang,Indonesia,-5.061631,119.554042,47
USU,Busuanga,Busuanga,Philippines,12.121458,120.100031,148
UTC,Soesterberg,Soesterberg,Netherlands,52.1273,5.27619,66
UTT,Mthatha,Umtata,South Africa,-31.547903,28.674289,2400
UTW,Queenstown,Queenstown,South Africa,-31.920197,26.882206,3637
VAD,Moody Afb,Valdosta,United States,30.967833,-83.193,233
VAK,Chevak Airport,Chevak,United States,61.5338,-165.584,75
VAO,Suavanao Airport,Suavanao,Solomon Islands,-7.58556,158.731,0
VAR,Varna,Varna,Bulgaria,43.232072,27.825106,230
VAY,South Jersey Regional Airport,Mount Holly,United States,39.9428889,-74.84575,53
VCE,Venezia Tessera,Venice,Italy,45.505278,12.351944,7
VCL,Chu Lai,Chu Lai,Vietnam,15.405944,108.705889,10
VDB,Leirin,Fagernes,Norway,61.015556,9.288056,2697
VDM,Gobernador Castello,Viedma,Argentina,-40.869222,-63.000389,20
VDS,Airport,Vadso,Norway,70.065,29.844,127
VEL,Vernal Regional Airport,Vernal,United States,40.440833,-109.51,5278
VGD,Vologda Airport,Vologda,Russia,59.281667,39.946667,387
VGZ,Villa Garzon Airport,Villa Garzon,Colombia,0.978889,-76.605556,1248
VHC,Saurimo,Saurimo,Angola,-9.689067,20.431875,3584
VIF,Vieste Heliport,Vieste,Italy,41.885277,16.176945,46
VII,Vinh Airport,Vinh,Vietnam,18.737569,105.670764,23
VIR,Virginia,Durban,South Africa,-29.770606,31.058406,20
VLD,Valdosta Regional Airport,Valdosta,United States,30.7825,-83.2767,203
VLI,Port Vila Bauerfield,Port-vila,Vanuatu,-17.699325,168.319794,70
VOK,Volk Fld,Camp Douglas,United States,43.938956,-90.253433,912
VOL,Nea Anchialos,Nea Anghialos,Greece,39.219619,22.794339,83
VRA,Juan Gualberto Gomez Intl,Varadero,Cuba,23.034445,-81.435278,210
VRK,Varkaus,Varkaus,Finland,62.171111,27.868611,286
VRU,Vryburg,Vryburg,South Africa,-26.982408,24.728756,3920
VRY,V├³r├╕y Heliport,V├³r├╕y,Norway,67.6667,12.6833,36
VTE,Wattay Intl,Vientiane,Laos,17.988322,102.563256,564
VUS,Veliky Ustyug,Veliky Ustyug,Russia,60.788333,46.26,331
VYS,Illinois Valley Regional,Peru,United States,41.351944,-89.153056,654
WAR,Waris Airport,Waris-Papua Island,Indonesia,-3.22243,140.9790039,1224
WAW,Okecie,Warsaw,Poland,52.16575,20.967122,362
WCH,Chaiten,Chaiten,Chile,-42.932808,-72.699114,13
WEI,Weipa,Weipa,Australia,-12.678611,141.925278,63
WFK,Northern Aroostook Regional Airport,Frenchville,United States,47.285556,-68.312778,988
WGP,Mau Hau,Waingapu,Indonesia,-9.669217,120.302006,33
WHF,Wadi Halfa Airport,Wadi Halfa,Sudan,21.800278,31.516389,1500
WHP,Whiteman Airport,Los Angeles,United States,34.2593253,-118.4134331,1003
WIC,Wick,Wick,United Kingdom,58.458889,-3.093056,126
WIH,Wishram Amtrak Station,Wishram,United States,45.6576,-120.9664,1
WIO,Wilcannia,Wilcannia,Australia,-31.5174999237,143.378997803,250
WLF,Whittlesford Parkway Rail Station,Whittlesford,United Kingdom,52.104,0.166,95
WLH,Walaha Airport,Walaha,Vanuatu,-15.412,167.691,151
WLK,Selawik Airport,Selawik,United States,66.6,-159.985833,17
WMI,Warsaw Modlin,Warsaw,Poland,52.451111,20.651667,341
WNN,Wunnumin Lake Airport,Wunnumin Lake,Canada,52.8939,-89.2892,819
WPM,Wipim Airport,Wipim,Papua New Guinea,-8.78822,142.882,173
WPR,Aeropuerto Capitan Fuentes Martinez,Porvenir,Chile,-53.2537,-70.319228,104
WSY,Whitsunday Airstrip,Airlie Beach,Australia,-20.276,148.755,60
WTP,Woitape Airport,Woitape,Papua New Guinea,-8.533,147.25,0
WUN,Wiluna Airport,Wiluna,Australia,-26.6292,120.221,1649
WUU,Wau Airport,Wau,Sudan,7.725,27.98,1420
WWP,North Whale Seaplane Base,North Whale Pass,United States,56.116389,-133.121667,0
X21,Arthur Dunn Airpark,Titusville,United States,28.622552,-80.83541,30
X26,Sebastian Municipal,Sebastian,United States,27.81325,-80.4955833,21
X59,Valkaria Municipal,Valkaria,United States,27.9608611,-80.5583333,26
XBJ,Birjand,Birjand,Iran,32.898056,59.266111,4952
XBK,Ceyzeriat,Bourg,France,46.20089,5.292028,857
XCH,Christmas Island,Christmas Island,Christmas Island,-10.450556,105.690278,916
XDS,Train Station,Ottawa,Canada,45.4164,-75.6517,374
XEG,Kingston Train Station,Kingston,Canada,44.256944,-76.536943,282
XFN,Xiangfan Airport,Xiangfan,China,32.1506,112.291,0
XHN,Liege-Guillemins Railway Station,Liege,Belgium,50.6333,5.56667,659
XMC,Mallacoota Airport,Mallacoota,Australia,-37.598301,149.720001,31
XMU,Montbeugny,Moulins,France,46.534581,3.423725,915
XMY,Yam Island Airport,Yam Island,Australia,-9.90111,142.776,0
XSI,South Indian Lake Airport,South Indian Lake,Canada,56.792778,-98.907222,951
XSP,Seletar,Singapore,Singapore,1.41695,103.867653,36
XVF,Tarare,Vilefrance,France,45.901947,4.634906,1076
XYJ,Holesovice,Praha,Czech Republic,50.11,14.439444,616
Y72,Bloyer Field,Tomah,United States,43.9762222,-90.4806111,966
YAB,Arctic Bay Airport,Arctic Bay,Canada,73.006389,-85.047222,72
YAX,Wapekeka Airport,Angling Lake,Canada,53.8492,-89.5794,712
YAZ,Tofino,Tofino,Canada,49.082222,-125.7725,80
YBL,Campbell River,Campbell River,Canada,49.950832,-125.270833,346
YBP,Yibin,Yibin,China,28.800278,104.544444,1000
YCG,Castlegar,Castlegar,Canada,49.296389,-117.6325,1624
YCS,Chesterfield Inlet Airport,Chesterfield Inlet,Canada,63.3469,-90.7311,32
YCU,Zhangxiao,Yuncheng,China,35.018,110.993,0
YDP,Nain Airport,Nain,Canada,56.5492,-61.6803,22
YFO,Flin Flon,Flin Flon,Canada,54.678055,-101.681667,997
YGE,Golden Airport,Golden,Canada,51.2992,-116.982,2575
YGG,Ganges Water Aerodrome,Ganges,Canada,48.85,-123.5,0
YGM,Gimli Industrial Park Airport,Gimli,Canada,50.628056,-97.043333,753
YGO,Gods Lake Narrows Airport,Gods Lake Narrows,Canada,54.5589,-94.4914,617
YGP,Gaspe,Gaspe,Canada,48.775278,-64.478611,108
YGW,Kuujjuarapik Airport,Kuujjuarapik,Canada,55.2819,-77.7653,34
YHC,Vancouver Harbour Water Airport,Vancouver,Canada,49.2944,-123.111,0
YHM,Hamilton,Hamilton,Canada,43.173611,-79.935,780
YHS,Sechelt Aerodrome,Sechelt-Gibsons,Canada,49.460556,-123.718611,250
YHU,St Hubert,Montreal,Canada,45.5175,-73.416944,90
YHY,Hay River,Hay River,Canada,60.839722,-115.782778,543
YIO,Pond Inlet,Pond Inlet,Canada,72.683334,-77.966667,181
YIW,Yiwu Airport,Yiwu,China,29.3447,120.032,0
YJM,Fort St. James - Perison Airport,Fort St. James,Canada,54.397222,-124.262778,2364
YJT,Stephenville,Stephenville,Canada,48.544167,-58.549999,80
YKF,Waterloo,Waterloo,Canada,43.460833,-80.378611,1054
YKM,Yakima Air Terminal McAllister Field,Yakima,United States,46.5682,-120.544,1095
YKS,Yakutsk,Yakutsk,Russia,62.09325,129.770672,325
YLE,What├¼ Airport,What├¼,Canada,63.1317,-117.246,882
YLL,Lloydminster,Lloydminster,Canada,53.309166,-110.0725,2193
YLT,Alert,Alert,Canada,82.517778,-62.280556,100
YMG,Manitouwadge,Manitouwadge,Canada,49.083889,-85.860556,1198
YMN,Makkovik Airport,Makkovik,Canada,55.0769,-59.1864,234
YMO,Moosonee,Moosonee,Canada,51.291111,-80.607778,30
YMP,Port McNeill Airport,Port McNeill,Canada,50.575556,-127.028611,225
YMT,Chapais Airport,Chibougamau,Canada,49.7719,-74.5281,1270
YNA,Natashquan,Natashquan,Canada,50.19,-61.789167,39
YNC,Wemindji Airport,Wemindji,Canada,53.0106,-78.8311,66
YNM,Matagami,Matagami,Canada,49.761667,-77.802778,918
YOC,Old Crow,Old Crow,Canada,67.570556,-139.839167,824
YOH,Oxford House Airport,Oxford House,Canada,54.9333,-95.2789,663
YOL,Yola,Yola,Nigeria,9.257553,12.430422,599
YOP,Rainbow Lake Airport,Rainbow Lake,Canada,58.491389,-119.407778,1756
YPI,Seaplane Base,Port Simpson,Canada,54.566667,-130.433333,0
YPO,Peawanuck Airport,Peawanuck,Canada,54.9881,-85.4433,173
YPX,Puvirnituq Airport,Puvirnituq,Canada,60.0506,-77.2869,74
YQA,Muskoka,Muskoka,Canada,44.974722,-79.303333,925
YQF,Red Deer Regional,Red Deer Industrial,Canada,52.182222,-113.894444,2968
YQG,Windsor,Windsor,Canada,42.275556,-82.955556,622
YQN,Nakina Airport,Nakina,Canada,50.182777,-86.696388,1057
YQQ,Comox,Comox,Canada,49.710833,-124.886667,84
YQU,Grande Prairie,Grande Prairie,Canada,55.179722,-118.885,2195
YQW,North Battleford,North Battleford,Canada,52.769167,-108.24361,1799
YRJ,Roberval,Roberval,Canada,48.52,-72.265556,586
YRS,Red Sucker Lake Airport,Red Sucker Lake,Canada,54.167222,-93.557222,729
YSB,Sudbury,Sudbury,Canada,46.625,-80.798889,1141
YSC,Sherbrooke,Sherbrooke,Canada,45.438611,-71.691389,792
YSP,Marathon,Marathon,Canada,48.755278,-86.344444,1035
YSR,Nanisivik,Nanisivik,Canada,72.982222,-84.613611,2106
YST,St. Theresa Point Airport,St. Theresa Point,Canada,53.8456,-94.8519,773
YTE,Cape Dorset,Cape Dorset,Canada,64.23,-76.526667,164
YTH,Thompson,Thompson,Canada,55.801111,-97.864166,729
YTO,All Airports,Toronto,Canada,43.653056,-79.383056,302
YTR,Trenton,Trenton,Canada,44.118889,-77.528056,283
